timestamp,sequence,type,side,order_id,price,qty
34212.057109841,443,limit,sell,17078173,5855200,18
34212.057131009,444,limit,sell,17078176,5855300,18
34212.05824151,445,limit,sell,17078284,5855200,320
34212.058727741,446,cancel,sell,17077932,0,0
34212.079852755,447,cancel,sell,16675969,0,0
34212.08008559,448,limit,sell,17079484,5853900,143
34212.080208915,449,market,buy,10000000060,0,143
34212.080287308,450,limit,buy,17079499,5853900,1
34212.081038785,451,limit,sell,17079564,5855200,320
34212.08134726,452,cancel,sell,17078284,0,0
34212.095970517,453,market,sell,10000000061,0,1
34212.130661659,454,cancel,sell,16295892,0,0
34212.130840721,455,limit,sell,17082021,5855400,100
34212.267055429,456,limit,sell,17090001,5855100,320
34212.267181112,457,cancel,sell,17078173,0,0
34212.267184507,458,cancel,sell,17077789,0,0
34212.267188227,459,cancel,sell,17077786,0,0
34212.267189123,460,cancel,sell,17078176,0,0
34212.267930958,461,cancel,sell,17079564,0,0
34212.555647156,462,limit,sell,17099848,5855000,27
34212.557195301,463,limit,sell,17099873,5855000,320
34212.557641708,464,cancel,sell,17090001,0,0
34212.582853636,465,cancel,sell,17099848,0,0
34212.607269431,466,market,sell,10000000062,0,5
34213.897096657,467,limit,sell,17132504,5854300,320
34213.897614022,468,cancel,sell,17099873,0,0
34214.181907793,469,limit,buy,17140921,5853100,18
34214.181954244,470,limit,buy,17140924,5853000,4
34214.313574215,471,limit,sell,17144557,5854200,320
34214.313671934,472,cancel,buy,17140921,0,0
34214.313672671,473,cancel,buy,17140924,0,0
34214.314102131,474,cancel,sell,17132504,0,0
34215.089261118,475,limit,buy,17166135,5853600,100
34215.204460371,476,market,buy,10000000063,0,69
34215.222056281,477,market,buy,10000000064,0,251
34215.222997296,478,limit,sell,17172314,5854300,251
34215.223443124,479,cancel,sell,17172314,0,0
34217.169719861,480,cancel,sell,17082021,0,0
34217.169871376,481,limit,sell,17248317,5855700,100
34217.205484251,482,limit,buy,17249867,5853600,18
34217.205625508,483,market,buy,10000000065,0,88
34217.205639049,484,market,buy,10000000066,0,12
34217.205745954,485,limit,buy,17250016,5853700,4
34217.205932482,486,market,buy,10000000067,0,100
34217.206561301,487,limit,sell,17250485,5855800,59
34217.20671967,488,market,buy,10000000068,0,59
34218.299372333,489,limit,sell,17293774,5856700,18
34218.299456108,490,cancel,buy,17249867,0,0
34218.457787528,491,limit,sell,17300494,5856400,18
34218.457815865,492,limit,sell,17300495,5856500,18
34218.457835621,493,limit,sell,17300497,5856600,18
34218.457910779,494,cancel,buy,17250016,0,0
34219.279164832,495,limit,sell,17324274,5856400,18
34219.27929371,496,cancel,sell,17300495,0,0
34219.279294981,497,cancel,sell,17293774,0,0
34219.279296576,498,cancel,sell,17300497,0,0
34219.320087956,499,limit,sell,17325121,5856300,18
34219.347161993,500,limit,sell,17325702,5859900,100
34219.517076244,501,limit,sell,17329817,5854400,44
34219.51720018,502,market,buy,10000000069,0,44
34219.517282398,503,cancel,sell,17300494,0,0
34219.517286917,504,cancel,sell,17324274,0,0
34219.517301103,505,cancel,sell,17325121,0,0
34219.517343909,506,limit,sell,17329859,5856200,18
34219.517476892,507,cancel,sell,17329859,0,0
34219.517830407,508,limit,sell,17329912,5856800,18
34219.517859255,509,limit,sell,17329915,5856700,18
34219.517901648,510,limit,sell,17329922,5856500,8
34219.524768526,511,limit,buy,17331198,5853600,18
34219.530966388,512,limit,sell,17332747,5856500,18
34219.54078667,513,limit,sell,17334022,5856200,18
34219.540815868,514,limit,sell,17334023,5856300,8
34220.114770695,515,limit,buy,17354342,5854100,100
34220.114921446,516,cancel,buy,17331198,0,0
34220.114928735,517,cancel,sell,17329915,0,0
34220.114929361,518,cancel,sell,17329912,0,0
34220.114929923,519,cancel,sell,17329922,0,0
34220.114948979,520,cancel,sell,17332747,0,0
34220.114977592,521,cancel,sell,17334023,0,0
34220.270330299,522,limit,sell,17359068,5856100,14
34221.023828585,523,limit,sell,17382133,5855800,18
34221.023900076,524,limit,sell,17382136,5856100,18
34221.023975391,525,cancel,sell,17334022,0,0
34222.480233188,526,market,sell,10000000070,0,100
34222.480409206,527,cancel,sell,17382133,0,0
34222.480410913,528,cancel,sell,17359068,0,0
34222.480429642,529,cancel,sell,17382136,0,0
34222.670364787,530,limit,buy,17433600,5854000,100
34223.052115679,531,limit,buy,17443748,5854000,18
34223.052156873,532,limit,buy,17443753,5854100,4
34223.064575892,533,limit,buy,17444108,5854300,35
34223.272881711,534,limit,sell,17451852,5856800,18
34223.272916778,535,limit,sell,17451856,5856700,18
34223.273008597,536,cancel,buy,17443748,0,0
34223.273010993,537,cancel,buy,17443753,0,0
34224.087888963,538,cancel,buy,13126986,0,0
34224.087987753,539,cancel,sell,17451856,0,0
34224.087990258,540,cancel,sell,17451852,0,0
34224.132878929,541,limit,buy,17473627,5853700,100
34224.330892941,542,cancel,buy,17433600,0,0
34224.336665396,543,limit,buy,17478659,5849900,100
34225.019786766,544,limit,buy,17494351,5854600,18
34225.019831763,545,limit,buy,17494356,5854500,4
34226.365315407,546,limit,buy,17533841,5853600,125
34226.36541877,547,cancel,buy,17494356,0,0
34226.365420435,548,cancel,buy,17494351,0,0
34226.452728871,549,cancel,buy,17444108,0,0
34226.533704582,550,limit,sell,17537269,5856500,18
34226.533737902,551,limit,sell,17537270,5856600,18
34226.533765379,552,limit,sell,17537271,5856700,18
34226.533782079,553,limit,sell,17537272,5856800,18
34226.825396211,554,cancel,sell,15888689,0,0
34226.82587868,555,cancel,sell,15826429,0,0
34226.82600289,556,cancel,sell,17537271,0,0
34226.826003805,557,cancel,sell,17537269,0,0
34226.826009596,558,cancel,sell,17537270,0,0
34226.826010048,559,cancel,sell,17537272,0,0
34226.974302106,560,limit,sell,17547517,5856500,18
34226.974333298,561,limit,sell,17547518,5856600,18
34226.974363106,562,limit,sell,17547519,5856700,18
34226.974382536,563,limit,sell,17547520,5856800,18
34227.437330595,564,limit,buy,17564371,5854700,100
34227.437463631,565,cancel,sell,17547520,0,0
34227.437464155,566,cancel,sell,17547519,0,0
34227.437468645,567,cancel,sell,17547517,0,0
34227.43746982,568,cancel,sell,17547518,0,0
34227.449996974,569,limit,sell,17564594,5856500,18
34227.450023472,570,limit,sell,17564597,5856600,18
34227.450056581,571,limit,sell,17564599,5856700,18
34227.450088595,572,limit,sell,17564600,5856800,18
